Feature,DefaultUnits,Category,CAS,HGC,MicrobialParameters,IUPAC,Alias_English,Alias_Dutch,SIKBcode,SIKBomschrijving
"(3-hydroxy-2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",μg/l,,16655-82-6,,,"(3-hydroxy-2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",,,3HOxcbfrn,3-hydroxycarbofuran
3-nitroaniline,μg/l,,99-09-2,,,3-nitroaniline,,,3NO2An,3-nitroaniline
3-nitrophenol,μg/l,,554-84-7,,,3-nitrophenol,,,3NO2Fol,3-nitrofenol
1-methyl-3-nitrobenzene,μg/l,,99-08-1,,,1-methyl-3-nitrobenzene,,,3NO2Tol,3-nitrotolueen
3-propan-2-ylphenol,μg/l,,618-45-1,,,3-propan-2-ylphenol,,,3iC3yFol,3-isopropylfenol
"(2,2-dimethyl-3-oxo-1-benzofuran-7-yl) N-methylcarbamate",μg/l,,16709-30-1,,,"(2,2-dimethyl-3-oxo-1-benzofuran-7-yl) N-methylcarbamate",,,3ketcbfrn,3-ketocarbofuraan
3-tert-butylphenol,μg/l,,585-34-2,,,3-tert-butylphenol,,,3ttC4yFol,3-tertiair-butylfenol
"3-ethenyl-4-methylpyrrole-2,5-dione",μg/l,,21494-57-5,,,"3-ethenyl-4-methylpyrrole-2,5-dione",,,3vn4C1yprl25,"3-vinyl-4-methylpyrrool-2,5-dion"
1-[4-(2-hydroxypropan-2-yl)phenyl]ethanone,μg/l,,54549-72-3,,,1-[4-(2-hydroxypropan-2-yl)phenyl]ethanone,,,41HOx1C1yC2y,4-(1-hydroxy-1-methylethyl)-acetofenon
4-[(4-aminophenyl)methyl]aniline,μg/l,,101-77-9,,,4-[(4-aminophenyl)methyl]aniline,,,44C1yeDAn,"4,4'-methyleendianiline"
1-isocyanato-4-[(4-isocyanatophenyl)methyl]benzene,μg/l,,101-68-8,,,1-isocyanato-4-[(4-isocyanatophenyl)methyl]benzene,,,44C1yeDFyDiC,"4,4'-methyleendifenyldiisocyanaat"
4-[(4-amino-3-chlorophenyl)methyl]-2-chloroaniline,μg/l,,101-14-4,,,4-[(4-amino-3-chlorophenyl)methyl]-2-chloroaniline,,,44C1yeb2ClAn,"4,4'-methyleenbis(2-chlooraniline)"
"4-[[4-(dimethylamino)phenyl]methyl]-N,N-dimethylaniline",μg/l,,101-61-1,,,"4-[[4-(dimethylamino)phenyl]methyl]-N,N-dimethylaniline",,,44C1yebNNDC1,"4,4'-methyleenbis(N,N-dimethylaniline)"
4-(4-aminophenoxy)aniline,μg/l,,101-80-4,,,4-(4-aminophenoxy)aniline,,,44DAoDFyEtr,"4,4'-diaminodifenylether"
bis(4-chlorophenyl)methanone,μg/l,,90-98-2,,,bis(4-chlorophenyl)methanone,,,44DClbzfnn,"4,4'-dichloorbenzofenon"
"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene",μg/l,,72-54-8,,,"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene",,,44DDD,"4,4'-dichloordifenyldichloorethaan"
"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene",μg/l,,72-55-9,,,"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene",,,44DDE,"4,4'-dichloordifenyldichlooretheen"
"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene",μg/l,,50-29-3,,,"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene",,,44DDT,"4,4'-dichloordifenyltrichloorethaan"
4-(4-hydroxyphenyl)sulfonylphenol,μg/l,,80-09-1,,,4-(4-hydroxyphenyl)sulfonylphenol,,,44sulfnDFol,"4,4'-sulfonyldifenol"
4-(4-aminophenyl)sulfanylaniline,μg/l,,139-65-1,,,4-(4-aminophenyl)sulfanylaniline,,,44thiobBenAe,"4,4'-thiobisbenzeenamine"
"4,5-dichloro-2-octyl-1,2-thiazol-3-one",μg/l,,64359-81-5,,,"4,5-dichloro-2-octyl-1,2-thiazol-3-one",,,45DCl2C8y2Hi,"4,5-dichloor-2-octyl-2H-isothiazool-3-on"
"4,5-dichloro-2-nitroaniline",μg/l,,6641-64-1,,,"4,5-dichloro-2-nitroaniline",,,45DCl2NO2An,"4,5-dichloor-2-nitroaniline"
"4,5-dichlorodithiol-3-one",μg/l,,1192-52-5,,,"4,5-dichlorodithiol-3-one",,,45DCl3H12Dto,"4,5-dichloor-3H-1,2-dithiool-3-on"
"2,4-dichloro-6-methylphenol",μg/l,,1570-65-6,,,"2,4-dichloro-6-methylphenol",,,46DCl2C1yFol,"4,6-dichloor-2-methylfenol"
"4-methyl-3,5-dinitroaniline",μg/l,,19406-51-0,,,"4-methyl-3,5-dinitroaniline",,,4Ao26DNO2Tol,"4-amino-2,6-dinitrotolueen"
4-phenylaniline,μg/l,,92-67-1,,,4-phenylaniline,,,4AoDFy,4-aminodifenyl
"4-amino-1,5-dimethyl-2-phenylpyrazol-3-one",μg/l,,83-07-8,,,"4-amino-1,5-dimethyl-2-phenylpyrazol-3-one",,,4Aoatprne,4-aminoantipyrine
4-phenyldiazenylaniline,μg/l,,60-09-3,,,4-phenyldiazenylaniline,,,4AoazBen,4-aminoazobenzeen
4-bromoaniline,μg/l,,106-40-1,,,4-bromoaniline,,,4BrAn,4-broomaniline
1-bromo-4-phenoxybenzene,μg/l,,101-55-3,,,1-bromo-4-phenoxybenzene,,,4BrFyFyEtr,4-broomfenylfenylether
4-methoxy-2-nitroaniline,μg/l,,96-96-8,,,4-methoxy-2-nitroaniline,,,4C1ox2NO2An,4-methoxy-2-nitroaniline
4-methoxybenzaldehyde,μg/l,,123-11-5,,,4-methoxybenzaldehyde,,,4C1oxbzAh,4-methoxybenzaldehyde
4-methylpent-1-ene,μg/l,,691-37-2,,,4-methylpent-1-ene,,,4C1y1C5e,4-methyl-1-penteen
4-methyl-2H-benzotriazole,μg/l,,29878-31-7,,,4-methyl-2H-benzotriazole,,,4C1y1Hbztazl,4-methyl-1H-benzotriazool
4-methylpentan-2-ol,μg/l,,108-11-2,,,4-methylpentan-2-ol,,,4C1y2C5ol,4-methyl-2-pentanol
4-methylpentan-2-one,μg/l,,108-10-1,,,4-methylpentan-2-one,,,4C1y2C5on,4-methyl-2-pentanon (MIBK)
4-methyl-2-nitroaniline,μg/l,,89-62-3,,,4-methyl-2-nitroaniline,,,4C1y2NO2An,4-methyl-2-nitroaniline
4-methyl-3-nitroaniline,μg/l,,119-32-4,,,4-methyl-3-nitroaniline,,,4C1y3NO2An,4-methyl-3-nitroaniline
"4-methyl-2,5-dihydro-1,3-thiazole",μg/l,,52558-99-3,,,"4-methyl-2,5-dihydro-1,3-thiazole",,,4C1y3tazlne,4-methyl-3-thiazoline
4-methylaniline,μg/l,,106-49-0,,,4-methylaniline,,,4C1yAn,4-methylaniline
4-methyl-9H-carbazole,μg/l,,3770-48-7,,,4-methyl-9H-carbazole,,,4C1ycarbzl,4-methylcarbazol
4-methyl-1H-indole,μg/l,,16096-32-5,,,4-methyl-1H-indole,,,4C1yidl,4-methylindol
4-methylquinoline,μg/l,,491-35-0,,,4-methylquinoline,,,4C1yqnlne,4-methylquinoline
4-methylpentanoic acid,μg/l,,646-07-1,,,4-methylpentanoic acid,,,4C1yvlrazr,4-methylvaleriaanzuur
4-ethyloct-1-yn-3-ol,μg/l,,5877-42-9,,,4-ethyloct-1-yn-3-ol,,,4C2y1ot3ol,4-ethyl-1-octyn-3-ol
"4-ethyl-2,3-dimethylphenol",μg/l,,66142-72-1,,,"4-ethyl-2,3-dimethylphenol",,,4C2y23DC1yFo,"4-ethyl-2,3-dimethylfenol"
"4-ethyl-3,5-dimethylphenol",μg/l,,62126-77-6,,,"4-ethyl-3,5-dimethylphenol",,,4C2y35DC1yFo,"4-ethyl-3,5-dimethylfenol"
4-ethyl-4-hexadecylmorpholin-4-ium;ethyl sulfate,μg/l,,78-21-7,,,4-ethyl-4-hexadecylmorpholin-4-ium;ethyl sulfate,,,4C2y4C6ymfln,4-ethyl-4-hexadecylmorpholiniumethylsulfaat
4-ethylphenol,μg/l,,123-07-9,,,4-ethylphenol,,,4C2yFol,4-ethylfenol
1-ethyl-4-methylbenzene,μg/l,,622-96-8,,,1-ethyl-4-methylbenzene,,,4C2yTol,4-ethyltolueen
4-butoxybutanoic acid,μg/l,,55724-73-7,,,4-butoxybutanoic acid,,,4C4oxC4azr,4-butoxybutaanzuur
4-butoxyphenol,μg/l,,122-94-1,,,4-butoxyphenol,,,4C4oxFol,4-butoxyfenol
4-octylphenol,μg/l,,1806-26-4,,,4-octylphenol,,,4C8yFol,4-n-octylfenol
4-octyl-N-(4-octylphenyl)aniline,μg/l,,101-67-7,,,4-octyl-N-(4-octylphenyl)aniline,,,4C8yN4C8yFyB,4-octyl-N-(4-octylfenyl)-benzeenamine
4-nonylphenol,μg/l,,104-40-5,,,4-nonylphenol,,,4C9yFol,4-nonylfenol
2-(4-chlorophenoxy)acetic acid,μg/l,,122-88-3,,,2-(4-chlorophenoxy)acetic acid,,,4CPA,4-chloorfenoxyazijnzuur
"4-chloro-2,6-dinitroaniline",μg/l,,5388-62-5,,,"4-chloro-2,6-dinitroaniline",,,4Cl26DNO2An,"4-chloor-2,6-dinitroaniline"
4-chloro-2-methylaniline,μg/l,,95-69-2,,,4-chloro-2-methylaniline,,,4Cl2C1yAn,4-chloor-2-methylaniline (p-chloor-o-toluidine)
4-chloro-2-methylphenol,μg/l,,1570-64-5,,,4-chloro-2-methylphenol,,,4Cl2C1yFol,4-chloor-2-methylfenol
4-chloro-2-nitroaniline,μg/l,,89-63-4,,,4-chloro-2-nitroaniline,,,4Cl2NO2An,4-chloor-2-nitroaniline
4-chloro-1-methyl-2-nitrobenzene,μg/l,,89-59-8,,,4-chloro-1-methyl-2-nitrobenzene,,,4Cl2NO2Tol,4-chloor-2-nitrotolueen
4-chloro-1-methoxy-2-nitrobenzene,μg/l,,89-21-4,,,4-chloro-1-methoxy-2-nitrobenzene,,,4Cl2NO2ansl,4-chloor-2-nitroanisool
4-chloro-3-methylaniline,μg/l,,7149-75-9,,,4-chloro-3-methylaniline,,,4Cl3C1yAn,4-chloor-3-methylaniline
4-chloro-3-methylphenol,μg/l,,59-50-7,,,4-chloro-3-methylphenol,,,4Cl3C1yFol,4-chloor-3-methylfenol
4-chloro-3-nitroaniline,μg/l,,635-22-3,,,4-chloro-3-nitroaniline,,,4Cl3NO2An,4-chloor-3-nitroaniline
1-chloro-4-methyl-2-nitrobenzene,μg/l,,89-60-1,,,1-chloro-4-methyl-2-nitrobenzene,,,4Cl3NO2Tol,4-chloor-3-nitrotolueen
4-chloroaniline,μg/l,,106-47-8,,,4-chloroaniline,,,4ClAn,4-chlooraniline
4-chlorophenol,μg/l,,106-48-9,,,4-chlorophenol,,,4ClFol,4-chloorfenol
1-chloro-4-phenoxybenzene,μg/l,,7005-72-3,,,1-chloro-4-phenoxybenzene,,,4ClFyFyEtr,4-chloorfenyl fenylether
4-chloro-N-methylaniline,μg/l,,932-96-7,,,4-chloro-N-methylaniline,,,4ClNC1yAn,4-chloor-N-methylaniline
1-chloro-4-methylbenzene,μg/l,,106-43-4,,,1-chloro-4-methylbenzene,,,4ClTol,4-chloortolueen
4-methylcyclohexan-1-one,μg/l,,589-92-4,,,4-methylcyclohexan-1-one,,,4Cy1cycC6on,4-methylcyclohexanon
"N,N-dimethyl-4-phenyldiazenylaniline",μg/l,,60-11-7,,,"N,N-dimethyl-4-phenyldiazenylaniline",,,4DC1yAoazBen,4-dimethylaminoazobenzeen
"4-N-(4-methylpentan-2-yl)-1-N-phenylbenzene-1,4-diamine",μg/l,,793-24-8,,,"4-N-(4-methylpentan-2-yl)-1-N-phenylbenzene-1,4-diamine",,,4DC1yC4yAoDF,4-(dimethylbutylamino)-difenylamine
"tetracyclo[10.2.1.05,14.08,13]pentadeca-1,3,5(14),6,8(13),9,11-heptaen-15-one",μg/l,,5737-13-3,,,"tetracyclo[10.2.1.05,14.08,13]pentadeca-1,3,5(14),6,8(13),9,11-heptaen-15-one",,,4HccPedefFen,"4H-cyclopenta[d,e,f]fenantreen-4-on"
4-hydroxy-4-methylpentan-2-one,μg/l,,123-42-2,,,4-hydroxy-4-methylpentan-2-one,,,4Hox4C1y2C5o,4-hydroxy-4-methyl-2-pentanon
"2-[2-(2,6-dichloro-4-hydroxyanilino)phenyl]acetic acid",μg/l,,64118-84-9,,,"2-[2-(2,6-dichloro-4-hydroxyanilino)phenyl]acetic acid",,,4HoxDcfnc,4'-hydroxydiclofenac
4-nitroaniline,μg/l,,100-01-6,,,4-nitroaniline,,,4NO2An,4-nitroaniline
"N,N-dimethyl-4-nitroaniline",μg/l,,100-23-2,,,"N,N-dimethyl-4-nitroaniline",,,4NO2DC1yAn,4-nitrodimethylaniline
1-nitro-4-phenylbenzene,μg/l,,92-93-3,,,1-nitro-4-phenylbenzene,,,4NO2DFy,4-nitrodifenyl
4-nitro-N-phenylaniline,μg/l,,836-30-6,,,4-nitro-N-phenylaniline,,,4NO2DFyAe,4-nitrodifenylamine
4-nitrophenol,μg/l,,100-02-7,,,4-nitrophenol,,,4NO2Fol,4-nitrofenol
1-methyl-4-nitrobenzene,μg/l,,99-99-0,,,1-methyl-4-nitrobenzene,,,4NO2Tol,4-nitrotolueen
4-nitroso-N-phenylaniline,μg/l,,156-10-5,,,4-nitroso-N-phenylaniline,,,4NO2sDFyAe,4-nitrosodifenylamine
"2,6,6-trimethylcyclohex-2-ene-1,4-dione",μg/l,,1125-21-9,,,"2,6,6-trimethylcyclohex-2-ene-1,4-dione",,,4Ooifrn,4-oxoisoforon
4-(2-phenylpropan-2-yl)phenol,μg/l,,599-64-4,,,4-(2-phenylpropan-2-yl)phenol,,,4cumFol,4-cumylfenol
"N-(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)formamide",μg/l,,1672-58-8,,,"N-(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)formamide",,,4formAoatprn,4-formylaminoantipyrine
4-propan-2-ylaniline,μg/l,,99-88-7,,,4-propan-2-ylaniline,,,4iC3yAn,4-isopropylaniline (Cumidine)
4-propan-2-ylphenol,μg/l,,99-89-8,,,4-propan-2-ylphenol,,,4iC3yFol,4-isopropylfenol
4-(7-methyloctyl)phenol,μg/l,,26543-97-5,,,4-(7-methyloctyl)phenol,,,4iC9yFol,4-isononylfenol
4-t-Nonylphenol-diethoxylate,μg/l,,156609-10-8,,,4-t-Nonylphenol-diethoxylate,,,4tC9yFolDC2o,4-t-nonylfenoldiethoxylaat
"1-(4-tert-butyl-2,6-dimethylphenyl)ethanone",μg/l,,2040-10-0,,,"1-(4-tert-butyl-2,6-dimethylphenyl)ethanone",,,4ttC4y26DC1y,"4'-tertiair-butyl-2',6'-dimethylacetofenon"
4-tert-butylphenol,μg/l,,98-54-4,,,4-tert-butylphenol,,,4ttC4yFol,4-tertiair-butylfenol
4-tert-butylcyclohexan-1-one,μg/l,,98-53-3,,,4-tert-butylcyclohexan-1-one,,,4ttC4yccC6on,4-tert-butylcyclohexanon
"4-(2,4,4-trimethylpentan-2-yl)phenol",μg/l,,140-66-9,,,"4-(2,4,4-trimethylpentan-2-yl)phenol",,,4ttC8yFol,4-tertiair-octylfenol
4-ethenylcyclohexene,μg/l,,100-40-3,,,4-ethenylcyclohexene,,,4vn1ccC6e,4-vinyl-1-cyclohexeen
"4,4,7a-trimethyl-6,7-dihydro-5H-1-benzofuran-2-one",μg/l,,15356-74-8,,,"4,4,7a-trimethyl-6,7-dihydro-5H-1-benzofuran-2-one",,,5677aT4H447a,"5,6,7,7a-tetrahydro-4,4,7a-trimethyl-2-benzofuranon"
5-methyl-2H-benzotriazole,μg/l,,136-85-6,,,5-methyl-2H-benzotriazole,,,5C1y1Hbztazl,5-methyl-1H-benzotriazool
5-methylhexan-2-one,μg/l,,110-12-3,,,5-methylhexan-2-one,,,5C1y2C6on,5-methyl-2-hexanon
5-methylchrysene,μg/l,,3697-24-3,,,5-methylchrysene,,,5C1yChr,5-methylchryseen
"5-methyl-1,2,3,4-tetrahydronaphthalene",μg/l,,2809-64-5,,,"5-methyl-1,2,3,4-tetrahydronaphthalene",,,5C1yT4lne,5-methyltetralin
2-methoxy-5-methylaniline,μg/l,,120-71-8,,,2-methoxy-5-methylaniline,,,5C1yoansdne,5-methyl-o-anisidine
5-ethylidenebicyclo[2.2.1]hept-2-ene,μg/l,,16219-75-3,,,5-ethylidenebicyclo[2.2.1]hept-2-ene,,,5C2yid2nbnn,5-ethylideen-2-norborneen
"5-chloro-2-methyl-1,2-thiazol-3-one",μg/l,,26172-55-4,,,"5-chloro-2-methyl-1,2-thiazol-3-one",,,5Cl2C1y2Hita,5-chloor-2-methyl-2H-isothiazool-3-on
5-chloro-2-methylaniline,μg/l,,95-79-4,,,5-chloro-2-methylaniline,,,5Cl2C1yAn,5-chloor-2-methylaniline
5-chloro-2-nitroaniline,μg/l,,1635-61-6,,,5-chloro-2-nitroaniline,,,5Cl2NO2An,5-chloor-2-nitroaniline
4-chloro-2-methyl-1-nitrobenzene,μg/l,,5367-28-2,,,4-chloro-2-methyl-1-nitrobenzene,,,5Cl2NO2Tol,5-chloor-2-nitrotolueen
11H-benzo[b][1]benzazepine,μg/l,,256-96-2,,,11H-benzo[b][1]benzazepine,,,5HDbenzbfazp,"5H-dibenz[b,f]azepine"
"2-(1,3-thiazol-4-yl)-3H-benzimidazol-5-ol",μg/l,,948-71-0,,,"2-(1,3-thiazol-4-yl)-3H-benzimidazol-5-ol",,,5HOxtabdzle,5-hydroxythiabendazole
2-methoxy-5-nitroaniline,μg/l,,99-59-2,,,2-methoxy-5-nitroaniline,,,5NO2oansdne,5-nitro-ortho-anisidine
2-methyl-5-nitroaniline,μg/l,,99-55-8,,,2-methyl-5-nitroaniline,,,5NO2otlidne,5-nitro-ortho-toluidine
"(5R,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one",μg/l,,601-53-6,,,"(5R,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one",,,5bcholet3on,5-beta-cholestan-3-one
"(8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene",μg/l,,570-74-1,,,"(8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene",,,5choletne,5-cholestene
2-methyl-5-propan-2-ylphenol,μg/l,,499-75-2,,,2-methyl-5-propan-2-ylphenol,,,5iC3y2C1yFol,5-isopropyl-2-methylfenol
"6,10,14-trimethylpentadecan-2-one",μg/l,,502-69-2,,,"6,10,14-trimethylpentadecan-2-one",,,61014TC1y2C1,"6,10,14-trimethyl-2-pentadecanon"
"2-chloro-4,6-dinitroaniline",μg/l,,3531-19-9,,,"2-chloro-4,6-dinitroaniline",,,6Cl24DNO2An,"6-chloor-2,4-dinitroaniline"
"4-methoxy-6-prop-2-enyl-1,3-benzodioxole",μg/l,,607-91-0,,,"4-methoxy-6-prop-2-enyl-1,3-benzodioxole",,,6all4C1ox13B,"6-allyl-4-methoxy-1,3-benzodioxol"
5-methyl-2-propan-2-ylphenol,μg/l,,89-83-8,,,5-methyl-2-propan-2-ylphenol,,,6iC3ymcsl,6-isopropyl-m-cresol
"[(4R,4aR,7S,7aR,12bS)-9-hydroxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-yl] acetate",μg/l,,2784-73-8,,,"[(4R,4aR,7S,7aR,12bS)-9-hydroxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-yl] acetate",,,6oMactmfne,6-o-monoacetylmorfine
7-methylchromen-2-one,μg/l,,2445-83-2,,,7-methylchromen-2-one,,,7C1ycmrn,7-methylcoumarin
"12-azapentacyclo[11.8.0.02,11.03,8.016,21]henicosa-1(13),2(11),3,5,7,9,14,16,18,20-decaene",μg/l,,194-59-2,,,"12-azapentacyclo[11.8.0.02,11.03,8.016,21]henicosa-1(13),2(11),3,5,7,9,14,16,18,20-decaene",,,7HDbzcgcbzl,"7H-dibenzo(c,g)carbazol"
"(8S,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",μg/l,,517-04-4,,,"(8S,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",,,8aestDol,8alpha-estradiol
quinolin-8-ol,μg/l,,148-24-3,,,quinolin-8-ol,,,8chinlnl,8-chinolinol
"2-(6-chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexoxy)-1,1,2,2-tetrafluoroethanesulfonic acid",μg/l,,756426-58-1,,,"2-(6-chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexoxy)-1,1,2,2-tetrafluoroethanesulfonic acid",,,9-Cl-PF3ONS,9-chloorhexadecaanfluor-3-oxanon-1-sulfonzuur
hexadec-9-enoic acid,μg/l,,2091-29-4,,,hexadec-9-enoic acid,,,9C16ezr,9-hexadeceenzuur
(E)-octadec-9-enal,μg/l,,5090-41-5,,,(E)-octadec-9-enal,,,9C18eal,9-octadecenal
fluoren-9-one,μg/l,,486-25-9,,,fluoren-9-one,,,9fluornn,9-fluorenon
Production concentration,mg/L,,,,,,Production concentration,,AANMCCTTE,Aanmaakconcentratie
Number fraction,1,,,,,,Number fraction,,AANTFTE,Aantalfractie
Number,μg/l,,,,,,Number,,AANTL,Aantal
Quantity per length,1/m,,,,,,Quantity per length,,AANTPLTE,Aantal per lengte
Quantity per mass,1/g,,,,,,Quantity per mass,,AANTPMSA,Aantal per massa
Quantity per surface,1/m2,,,,,,Quantity per surface,,AANTPOPVTE,Aantal per oppervlakte
Quantity per volume,1/m3,,,,,,Quantity per volume,,AANTPVLME,Aantal per volume
Presence,,,,,,,Presence,,AANWZHD,Aanwezigheid
Suction speed,,,,,,,Suction speed,,AANZSHD,Aanzuigsnelheid
Natural gas,,,,,,,Natural gas,,AARDGS,Aardgas
Accumulation time,,,,,,,Accumulation time,,ACCMLTDR,Accumulatieduur
Acidity,,,,,,,Acidity,,ACDTT,Aciditeit
Activity concentration,,,,,,,Activity concentration,,ACTVTCCTTE,Activiteitsconcentratie
"1-(6-tert-butyl-1,1-dimethyl-2,3-dihydroinden-4-yl)ethanone",μg/l,,13171-00-1,,,"1-(6-tert-butyl-1,1-dimethyl-2,3-dihydroinden-4-yl)ethanone",,,ADBI,celestolide
Fiber fraction cellulose + lignin,,,,,,,Fiber fraction cellulose + lignin,,ADF,Vezelfractie cellulose + lignine
"azanium;2,2,3-trifluoro-3-[1,1,2,2,3,3-hexafluoro-3-(trifluoromethoxy)propoxy]propanoate",μg/l,,958445-44-8,,,"azanium;2,2,3-trifluoro-3-[1,1,2,2,3,3-hexafluoro-3-(trifluoromethoxy)propoxy]propanoate",,,ADONA,"ammonium 4,8-dioxa-3H-perfluornonanoaat"
Phosphate release rate,,,,,,,Phosphate release rate,,AFGTSHPO4,Afgiftesnelheid fosfaat
Reason for cancellation of sample not taken,,,,,,,Reason for cancellation of sample not taken,,AFMD,Afmeldreden niet genomen monster
Separation yield,,,,,,,Separation yield,,AFSDRDMT,Afscheidingsrendement
Drainable precipitation,,,,,,,Drainable precipitation,,AFVBRNRSG,Afvoerbare neerslag
Deviation,,,,,,,Deviation,,AFWKG,Afwijking
"1-(1,1,2,3,3,6-hexamethyl-2H-inden-5-yl)ethanone",μg/l,,15323-35-0,,,"1-(1,1,2,3,3,6-hexamethyl-2H-inden-5-yl)ethanone",,,AHMI,"5-acetyl-1,1,2,3,3,6-hexamethylindaan"
"1-(3,5,5,6,8,8-hexamethyl-6,7-dihydronaphthalen-2-yl)ethanone",μg/l,,1506-02-1,,,"1-(3,5,5,6,8,8-hexamethyl-6,7-dihydronaphthalen-2-yl)ethanone",,,AHTN,tonalide
aminomethylphosphonic acid,μg/l,,1066-51-9,,,aminomethylphosphonic acid,,AMPA,AMPA,aminomethylfosfonzuur
Anabaena,,,,,,,Anabaena,,ANNA,Anabaena
Anabaenopsis,,,,,,,Anabaenopsis,,ANNO,Anabaenopsis
Biodiversity,,,,,,,Biodiversity,,ANSNL-D01,Biodiversiteit
Exotics,,,,,,,Exotics,,ANSNL-D02,Exoten
"Commercial fish, crustaceans and shellfish",,,,,,,"Commercial fish, crustaceans and shellfish",,ANSNL-D03,"Commerciële vis, schaal- en schelpdieren"
Food webs,,,,,,,Food webs,,ANSNL-D04,Voedselwebben
Eutrophication,,,,,,,Eutrophication,,ANSNL-D05,Eutrofiering
Seabed integrity,,,,,,,Seabed integrity,,ANSNL-D06,Zeebodemintegriteit
Hydrographic properties,,,,,,,Hydrographic properties,,ANSNL-D07,Hydrografische eigenschappen
Pollutants,,,,,,,Pollutants,,ANSNL-D08,Vervuilende stoffen
Pollutants of fishery products,,,,,,,Pollutants of fishery products,,ANSNL-D09,Vervuilende stoffen visserijproducten
Litter,,,,,,,Litter,,ANSNL-D10,Zwerfvuil
D10C1 waste (excl. Micro waste),,,,,,,D10C1 waste (excl. Micro waste),,ANSNL-D10C1,D10C1 afval (excl. microafval)
D10C2 micro-waste,,,,,,,D10C2 micro-waste,,ANSNL-D10C2,D10C2 microafval
D10C3 waste in the stomachs of marine animals,,,,,,,D10C3 waste in the stomachs of marine animals,,ANSNL-D10C3,D10C3 afval in de magen van zeedieren
D10C4 adverse effects of waste,,,,,,,D10C4 adverse effects of waste,,ANSNL-D10C4,D10C4 nadelige effecten van afval
Underwater noise,,,,,,,Underwater noise,,ANSNL-D11,Onderwatergeluid
D11C1 anthropogenic impulsive sound,,,,,,,D11C1 anthropogenic impulsive sound,,ANSNL-D11C1,D11C1 antropogeen impulsief geluid
D11C2 anthropogenic continuous sound,,,,,,,D11C2 anthropogenic continuous sound,,ANSNL-D11C2,D11C2 antropogeen continu geluid
D1C1 death rate from bycatch,,,,,,,D1C1 death rate from bycatch,,ANSNL-D1C1,D1C1 sterftecijfer van bijvangst
D1C2 population density,,,,,,,D1C2 population density,,ANSNL-D1C2,D1C2 populatiedichtheid
D1C3 population demographics,,,,,,,D1C3 population demographics,,ANSNL-D1C3,D1C3 populatie demografie
D1C4 population distribution,,,,,,,D1C4 population distribution,,ANSNL-D1C4,D1C4 populatie verspreiding
D1C5 habitat for the species,,,,,,,D1C5 habitat for the species,,ANSNL-D1C5,D1C5 habitat voor de soort
D1C6 status of the habitat type,,,,,,,D1C6 status of the habitat type,,ANSNL-D1C6,D1C6 toestand van het habitattype
D2C1 introduced non-native species,,,,,,,D2C1 introduced non-native species,,ANSNL-D2C1,D2C1 geïntroduceerde niet-inheemse soorten
D2C2 den. + spread. established non-native species,,,,,,,D2C2 den. + spread. established non-native species,,ANSNL-D2C2,D2C2 dichth. + verspreid. ingeburgerde niet-inheemse soorten
D2C3 share that neg. altered by non-native species,,,,,,,D2C3 share that neg. altered by non-native species,,ANSNL-D2C3,D2C3 deel dat neg. veranderd is door niet-inheemse soorten
D3C1 fishing mortality,,,,,,,D3C1 fishing mortality,,ANSNL-D3C1,D3C1 visserijsterfte
